feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Gallicola	Diet	IM	-6.95656940616533	0.48984082958551	47	34	1.23449399786031e-17	3.12642939719038e-16
Peptostreptococcus	Diet	IM	-8.16961499012346	0.314366045662406	47	46	4.42246212333856e-17	1.00552823014856e-15
Actinomyces	Diet	IM	6.20780096599348	0.481108070876708	47	36	3.32300885759957e-16	7.17769913241507e-15
Streptococcus	Diet	IM	-5.63241383186011	0.444827106659773	47	43	6.26338549207566e-16	1.28846787265556e-14
Fusobacterium	Diet	IM	-7.23942251855751	0.587635608377252	47	31	1.56031527797261e-15	3.06389181856441e-14
Romboutsia	Diet	IM	-2.07873702280467	0.116344213601211	47	24	1.89067163541155e-15	3.5511745499904e-14
Corynebacterium.1	Diet	IM	3.54825866814667	0.229634970780277	47	46	7.49029170678096e-14	1.34825250722057e-12
Cellulosimicrobium	Diet	IM	2.92881614293367	0.268624776334813	47	21	7.97916364335154e-14	1.37879947757115e-12
Globicatella	Diet	IM	3.546213215828	0.390644354328133	47	46	1.85665324832239e-11	3.08490078182797e-10
f__Eggerthellaceae	Diet	IM	-5.21655144653891	0.436865201597981	47	23	5.11266893583633e-11	8.18027029733813e-10
f__Erysipelotrichaceae	Diet	IM	-4.01200002853512	0.465415904652544	47	21	7.76213234986094e-11	1.19758613397854e-09
Ornithinibacillus	Diet	IM	9.90864831736316	0.20727747045054	47	26	5.95026922764827e-10	8.86384933222087e-09
Bacteroides	Diet	IM	-4.36702823644136	0.56304707203264	47	29	1.22948140060672e-09	1.77045321687368e-08
Brevibacterium	Diet	IM	4.17966854914736	0.471968827440127	47	41	4.82962906046206e-09	6.73032178748261e-08
Erysipelatoclostridium	Diet	IM	2.73132931100761	0.396427849773278	47	17	2.08935236882029e-08	2.82062569790739e-07
o__Bacillales	Diet	IM	3.24560646957749	0.401799969858904	47	43	2.69739383352118e-08	3.53113374570045e-07
Glutamicibacter	Diet	IM	-2.41117242471478	0.366891862127216	47	21	5.97308269058773e-08	7.5893285950997e-07
Curtobacterium	Diet	IM	-2.73917376127777	0.419780575203821	47	19	6.969980607474e-08	8.60294749265362e-07
Propionibacterium	Diet	IM	-4.57584592273743	0.170978795051301	47	25	8.29784680974711e-08	9.95741617169654e-07
Leuconostoc	Diet	IM	-7.55638328187628	0.372272694010703	47	40	3.19089163231318e-07	3.7255815815116e-06
Macrococcus	Diet	IM	2.73746865383092	0.458878384802255	47	43	4.45189834195911e-07	5.06110548349036e-06
Pediococcus	Diet	IM	-5.70371469104875	0.310569432965884	47	44	6.25298523532599e-07	6.92638364528417e-06
Lactococcus	Diet	IM	-6.95195635028355	0.403985074034458	47	38	9.67551237093513e-07	1.04495533606099e-05
f__Planococcaceae	Diet	IM	2.74149017055378	0.426431369886915	47	41	1.1445144177748e-06	1.20592738653344e-05
Peptoniphilus	Diet	IM	-6.67190276040424	0.470585775709029	47	27	2.36686386547378e-06	2.43448854734446e-05
Hathewaya	Diet	IM	-2.63139215967128	0.484466284517158	47	18	2.59703726339333e-06	2.60911650647888e-05
Saccharomonospora	Diet	IM	2.22291681401439	0.341247729138775	47	18	3.54996733710533e-06	3.48542247643069e-05
Bacillus	Diet	IM	3.62992558883563	0.224759690358395	47	47	4.1154850588823e-06	3.95086565652701e-05
Clostridium.sensu.stricto.15	Diet	IM	-3.70760755063158	0.621166502024107	47	22	4.77317227401376e-06	4.48053549873764e-05
Vagococcus	Diet	IM	-3.55441291384461	0.285565680934115	47	47	4.87465667686734e-06	4.48053549873764e-05
Tepidimicrobium	Diet	IM	-5.86796231142353	0.398893907095847	47	29	5.04802634047623e-06	4.54322370642861e-05
Peptococcus	Diet	IM	-2.41817376115817	0.468568408713799	47	15	6.30719336666422e-06	5.56062762122233e-05
Lysinibacillus	Diet	IM	6.5918648492252	0.561454970784653	47	43	1.08728705117097e-05	9.39416012211721e-05
o__Lactobacillales	Diet	IM	6.13114458750857	0.554593960756095	47	41	1.14442573480139e-05	9.69395916537649e-05
f__Enterococcaceae	Diet	IM	4.5485279020997	0.445419364316383	47	43	2.5025593571584e-05	0.000207904931210083
f__Bacillaceae	Diet	IM	7.40028460734936	0.695872339743288	47	45	3.09485621563183e-05	0.000252259978330745
Anaerosporobacter	Diet	IM	2.2536851396541	0.436935600890914	47	14	3.6916217777068e-05	0.000290547315410601
Photobacterium	Segment	DI	-1.72773977512726	0.374524400392357	47	31	3.69909776564423e-05	0.000290547315410601
Moritella	Diet	IM	-3.04760154354819	0.681900505400484	47	19	5.84218668927657e-05	0.000450682973172764
Sphingobacterium	Segment	DI	-2.89200631098986	0.651142109922462	47	27	6.37943352356041e-05	0.000483493909154052
Lactobacillus	Segment	DI	-0.330657422107147	0.0756949702143793	47	47	8.03241999535147e-05	0.000598276799653765
Carnobacterium	Diet	IM	-5.24036199004502	0.651387998819633	47	22	9.32163386115038e-05	0.000682533191189316
Virgibacillus	Diet	IM	1.091261685611	0.253395453423211	47	12	9.74794379013671e-05	0.000701851952889843
Exiguobacterium	Diet	IM	1.6354731346604	0.381692294777456	47	21	0.00010434249586515	0.000738950134651557
Jeotgalicoccus	Diet	IM	-2.16418394076465	0.513340377310205	47	17	0.000129337008955091	0.000901186901106443
f__Acidaminococcaceae	Diet	IM	-2.57766439828104	0.591464481478416	47	19	0.000211422834173273	0.00144975657718816
Cerasibacillus	Diet	IM	-1.40187468302434	0.322077803742505	47	16	0.000237014423533047	0.00159984735884807
f__Enterococcaceae	Segment	DI	-1.00851489559323	0.251630869272995	47	43	0.000290667020089489	0.00193181773351783
f__Peptostreptococcaceae	Segment	DI	-1.14196704252139	0.293418831207389	47	42	0.000349369547085218	0.00228678249001234
Fusobacterium	Segment	DI	-2.11543328383577	0.545232969414485	47	31	0.000362342390199647	0.00233629720248131
Sporosarcina	Segment	DI	-2.23053878470803	0.533624449251811	47	26	0.000383755227707255	0.00243797438778727
Acidipropionibacterium	Diet	IM	-4.19166533065554	0.604874980363174	47	24	0.000440993048204396	0.00276099995397535
Saccharopolyspora	Diet	IM	-1.94201105968826	0.516387900336703	47	17	0.000518130074193101	0.00319760274359171
Megasphaera	Diet	IM	-2.09383859382012	0.338186498497433	47	22	0.000555778355829788	0.00338163731997843
Savagea	Segment	DI	-1.13098198707133	0.28066431286054	47	42	0.000578938994376603	0.00347363396625962
Eubacterium.nodatum.group	Diet	IM	-2.23035221783952	0.565493982904128	47	16	0.000602867486435834	0.00356765416630521
Atopococcus	Diet	IM	1.43995553943471	0.37038613340531	47	13	0.000707089150718164	0.00412787179878712
Atopostipes	Diet	IM	-2.83232654501918	0.736442169131397	47	23	0.000767176540968574	0.00441893687597899
Gracilibacillus	Segment	DI	0.221450141964801	0.0616179863528511	47	23	0.000848690325130362	0.00482413447968837
Clostridium.sensu.stricto.1	Diet	IM	4.55058060579582	0.724282902314401	47	42	0.000967343395530513	0.0054271733359634
Anaerocolumna	Diet	IM	1.67308829083896	0.303335777107354	47	17	0.00104392199586204	0.00570853547104305
Comamonas	Segment	DI	-2.40449145830568	0.682374589283112	47	21	0.00104165844606542	0.00570853547104305
Pantoea	Diet	IM	-1.84509584371202	0.530680804887472	47	14	0.00119316181564489	0.00644307380448242
Herbinix	Diet	IM	2.37033385008486	0.477573751375612	47	26	0.0012932881418084	0.00689753675631147
Clostridium.sensu.stricto.5	foxp3	foxp3	-0.604854875619943	0.176108632238539	47	23	0.00134778963482723	0.00710055027128491
f__Corynebacteriaceae	Diet	IM	1.77703027407129	0.525718152692771	47	31	0.00157480029168976	0.0080989729286902
Pseudomonas	Diet	IM	-1.99242781580605	0.557900591899076	47	25	0.00156454828826846	0.0080989729286902
Anaerocolumna	Segment	DI	0.650437482013556	0.180743287290109	47	17	0.00165395114557356	0.00836747290370463
Atopobium	Diet	IM	-1.98004872285937	0.557266953345097	47	16	0.0016657469206449	0.00836747290370463
Shewanella	Diet	IM	-1.30231510709717	0.390369783861701	47	12	0.00178525339730354	0.00886470652454174
Bacteroides	Segment	DI	-1.73840038612002	0.522418693877728	47	29	0.00182882673182715	0.00897787668351511
Lactovum	Diet	IM	-1.8955275250232	0.322144112057091	47	21	0.00189089237601068	0.00917826411726535
Acinetobacter	Segment	DI	-1.62208501332253	0.467988242877914	47	20	0.00217826754158034	0.0104556841995856
Empedobacter	Diet	IM	-2.03264088999197	0.595941836889783	47	16	0.00241168590876696	0.0114488825559047
Sphaerochaeta	Diet	IM	-1.85166047275558	0.426869002081732	47	16	0.00356699891808619	0.0167493862240569
Morganella	Segment	DI	-1.65580725573727	0.547101549257026	47	14	0.00421340144116011	0.0195719292750663
Kocuria	Diet	IM	-1.65220373614352	0.523717812956529	47	12	0.00430113911796987	0.0197669372230105
Brochothrix	Diet	IM	-1.92492665377596	0.470588301599497	47	17	0.00512186286654777	0.0232909974563015
Ornithinibacillus	Segment	DI	0.433896480471174	0.146843046217667	47	26	0.00545160967541086	0.0245322435393489
Anaerosalibacter	Diet	IM	-3.00438656990883	0.737412838100795	47	26	0.00595903466342082	0.0265392059236886
Sphingobacterium	Diet	IM	2.00112898361898	0.701781277671518	47	27	0.00672072280181458	0.0296260433712643
Tissierella	Diet	IM	-3.27196252155558	0.856656781077705	47	16	0.00740083410125543	0.0322945488054782
Acidipropionibacterium	foxp3	foxp3	-0.733911303146245	0.263357332254703	47	24	0.00798602148200346	0.0344996128022549
Clostridium.sensu.stricto.18	Diet	IM	-2.80180927683366	0.729110665897074	47	22	0.00847234943976446	0.0362381679007747
Pantoea	Segment	DI	-1.35362269593225	0.492387913419826	47	14	0.00877317970030146	0.0371569963777474
Psychrilyobacter	Segment	DI	-0.874944840073514	0.319924943896281	47	31	0.00910104009575816	0.0381713526346361
f__Family.XI	Diet	IM	-1.17389312032328	0.432187664921337	47	12	0.00954783159177125	0.0396602235350498
Vagococcus	Segment	DI	-0.577833752218683	0.213776372144771	47	47	0.0103604899310988	0.0426260157165207
f__Beutenbergiaceae	Segment	DI	-0.16566460774294	0.0618287075032725	47	23	0.0104866308749515	0.0427379673394249
Clostridium.sensu.stricto.5	Segment	DI	-0.822037369671709	0.314445661682019	47	23	0.012363024381409	0.0499142666613895
Paenibacillus	Diet	IM	2.96081965421631	0.850887391562599	47	41	0.0127979673476432	0.051030819929578
Saccharomonospora	plin2	plin2	0.3740966725083	0.141947215853503	47	18	0.0128758318803796	0.051030819929578
p__RsaHF231	plin2	plin2	-0.0999481258156919	0.0386127961343077	47	24	0.013987824071005	0.0544390990871546
Pseudomonas	Segment	DI	-1.36247887909423	0.509745263398274	47	25	0.0139060138795064	0.0544390990871546
Sphingobacterium	foxp3	foxp3	-0.929130742890764	0.36467905379252	47	27	0.0145887891933921	0.0562710440316551
Empedobacter	Segment	DI	-1.26332591865086	0.481766221695766	47	16	0.0160325104062585	0.0612924291637492
Allofustis	Diet	IM	-1.7493780997669	0.564737089221514	47	12	0.0211156540614111	0.0800172153906105
Aliivibrio	Diet	IM	-2.40614121622168	0.804414933581273	47	16	0.0225997412453536	0.0841645536033859
Saccharomonospora	Segment	DI	0.625800993344863	0.247855018291519	47	18	0.0224355628921681	0.0841645536033859
Peptococcus	plin2	plin2	0.537755169622872	0.228696963594834	47	15	0.0234703552969376	0.0866597734040774
Gracilibacillus	plin2	plin2	0.0754864122145361	0.0324131240103713	47	23	0.0247504883038179	0.0898505121617592
Savagea	Diet	IM	1.89882028278839	0.632697969819983	47	42	0.0247418752008812	0.0898505121617592
Cetobacterium	foxp3	foxp3	-0.597705486563559	0.259337685741956	47	27	0.0261934199329714	0.0942963117586969
